diagnosis_id,icd10_code,icd10_description,category,severity_level
1320,E78.5.1320,"Hyperlipidemia, unspecified (Variant #1320)",Endocrine,Mild
1321,N39.0.1321,"Urinary tract infection, site not specified (Variant #1321)",Urological,Moderate
1322,N39.0.1322,"Urinary tract infection, site not specified (Variant #1322)",Urological,Moderate
1323,I10.1323,Essential (primary) hypertension (Variant #1323),Cardiovascular,Mild
1324,I10.1324,Essential (primary) hypertension (Variant #1324),Cardiovascular,Mild
1325,F41.1.1325,Generalized anxiety disorder (Variant #1325),Mental Health,Moderate
1326,I10.1326,Essential (primary) hypertension (Variant #1326),Cardiovascular,Mild
1327,R07.9.1327,"Chest pain, unspecified (Variant #1327)",Cardiovascular,Severe
1328,M17.11.1328,"Unspecified primary osteoarthritis, right knee (Variant #1328)",Musculoskeletal,Moderate
1329,M17.11.1329,"Unspecified primary osteoarthritis, right knee (Variant #1329)",Musculoskeletal,Moderate
1330,I10.1330,Essential (primary) hypertension (Variant #1330),Cardiovascular,Mild
1331,E78.5.1331,"Hyperlipidemia, unspecified (Variant #1331)",Endocrine,Mild
1332,I25.10.1332,Atherosclerotic heart disease of native coronary artery (Variant #1332),Cardiovascular,Severe
1333,J06.9.1333,"Acute upper respiratory infection, unspecified (Variant #1333)",Respiratory,Mild
1334,J45.909.1334,"Unspecified asthma, uncomplicated (Variant #1334)",Respiratory,Moderate
1335,I10.1335,Essential (primary) hypertension (Variant #1335),Cardiovascular,Mild
1336,E11.9.1336,Type 2 diabetes mellitus without complications (Variant #1336),Endocrine,Moderate
1337,J45.909.1337,"Unspecified asthma, uncomplicated (Variant #1337)",Respiratory,Moderate
1338,C34.90.1338,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1338),Oncology,Critical
1339,I10.1339,Essential (primary) hypertension (Variant #1339),Cardiovascular,Mild
1340,J06.9.1340,"Acute upper respiratory infection, unspecified (Variant #1340)",Respiratory,Mild
1341,E78.5.1341,"Hyperlipidemia, unspecified (Variant #1341)",Endocrine,Mild
1342,J06.9.1342,"Acute upper respiratory infection, unspecified (Variant #1342)",Respiratory,Mild
1343,C34.90.1343,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1343),Oncology,Critical
1344,J18.9.1344,"Pneumonia, unspecified organism (Variant #1344)",Respiratory,Severe
1345,F41.1.1345,Generalized anxiety disorder (Variant #1345),Mental Health,Moderate
1346,E78.5.1346,"Hyperlipidemia, unspecified (Variant #1346)",Endocrine,Mild
1347,C34.90.1347,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1347),Oncology,Critical
1348,E78.5.1348,"Hyperlipidemia, unspecified (Variant #1348)",Endocrine,Mild
1349,C34.90.1349,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1349),Oncology,Critical
1350,E78.5.1350,"Hyperlipidemia, unspecified (Variant #1350)",Endocrine,Mild
1351,E11.9.1351,Type 2 diabetes mellitus without complications (Variant #1351),Endocrine,Moderate
1352,F41.1.1352,Generalized anxiety disorder (Variant #1352),Mental Health,Moderate
1353,R07.9.1353,"Chest pain, unspecified (Variant #1353)",Cardiovascular,Severe
1354,J18.9.1354,"Pneumonia, unspecified organism (Variant #1354)",Respiratory,Severe
1355,I25.10.1355,Atherosclerotic heart disease of native coronary artery (Variant #1355),Cardiovascular,Severe
1356,E78.5.1356,"Hyperlipidemia, unspecified (Variant #1356)",Endocrine,Mild
1357,K21.9.1357,Gastro-esophageal reflux disease without esophagitis (Variant #1357),Gastrointestinal,Mild
1358,E11.9.1358,Type 2 diabetes mellitus without complications (Variant #1358),Endocrine,Moderate
1359,N39.0.1359,"Urinary tract infection, site not specified (Variant #1359)",Urological,Moderate
1360,M54.5.1360,"Low back pain, unspecified (Variant #1360)",Musculoskeletal,Mild
1361,I10.1361,Essential (primary) hypertension (Variant #1361),Cardiovascular,Mild
1362,M17.11.1362,"Unspecified primary osteoarthritis, right knee (Variant #1362)",Musculoskeletal,Moderate
1363,I25.10.1363,Atherosclerotic heart disease of native coronary artery (Variant #1363),Cardiovascular,Severe
1364,R07.9.1364,"Chest pain, unspecified (Variant #1364)",Cardiovascular,Severe
1365,E78.5.1365,"Hyperlipidemia, unspecified (Variant #1365)",Endocrine,Mild
1366,C34.90.1366,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1366),Oncology,Critical
1367,E11.9.1367,Type 2 diabetes mellitus without complications (Variant #1367),Endocrine,Moderate
1368,I25.10.1368,Atherosclerotic heart disease of native coronary artery (Variant #1368),Cardiovascular,Severe
1369,J45.909.1369,"Unspecified asthma, uncomplicated (Variant #1369)",Respiratory,Moderate
1370,E78.5.1370,"Hyperlipidemia, unspecified (Variant #1370)",Endocrine,Mild
1371,E11.9.1371,Type 2 diabetes mellitus without complications (Variant #1371),Endocrine,Moderate
1372,I25.10.1372,Atherosclerotic heart disease of native coronary artery (Variant #1372),Cardiovascular,Severe
1373,F41.1.1373,Generalized anxiety disorder (Variant #1373),Mental Health,Moderate
1374,C34.90.1374,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1374),Oncology,Critical
1375,R07.9.1375,"Chest pain, unspecified (Variant #1375)",Cardiovascular,Severe
1376,J45.909.1376,"Unspecified asthma, uncomplicated (Variant #1376)",Respiratory,Moderate
1377,J45.909.1377,"Unspecified asthma, uncomplicated (Variant #1377)",Respiratory,Moderate
1378,J18.9.1378,"Pneumonia, unspecified organism (Variant #1378)",Respiratory,Severe
1379,E78.5.1379,"Hyperlipidemia, unspecified (Variant #1379)",Endocrine,Mild
1380,C34.90.1380,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1380),Oncology,Critical
1381,C34.90.1381,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1381),Oncology,Critical
1382,K21.9.1382,Gastro-esophageal reflux disease without esophagitis (Variant #1382),Gastrointestinal,Mild
1383,N39.0.1383,"Urinary tract infection, site not specified (Variant #1383)",Urological,Moderate
1384,I25.10.1384,Atherosclerotic heart disease of native coronary artery (Variant #1384),Cardiovascular,Severe
1385,J18.9.1385,"Pneumonia, unspecified organism (Variant #1385)",Respiratory,Severe
1386,I10.1386,Essential (primary) hypertension (Variant #1386),Cardiovascular,Mild
1387,E11.9.1387,Type 2 diabetes mellitus without complications (Variant #1387),Endocrine,Moderate
1388,N39.0.1388,"Urinary tract infection, site not specified (Variant #1388)",Urological,Moderate
1389,J18.9.1389,"Pneumonia, unspecified organism (Variant #1389)",Respiratory,Severe
1390,I10.1390,Essential (primary) hypertension (Variant #1390),Cardiovascular,Mild
1391,J18.9.1391,"Pneumonia, unspecified organism (Variant #1391)",Respiratory,Severe
1392,F41.1.1392,Generalized anxiety disorder (Variant #1392),Mental Health,Moderate
1393,J45.909.1393,"Unspecified asthma, uncomplicated (Variant #1393)",Respiratory,Moderate
1394,R07.9.1394,"Chest pain, unspecified (Variant #1394)",Cardiovascular,Severe
1395,K21.9.1395,Gastro-esophageal reflux disease without esophagitis (Variant #1395),Gastrointestinal,Mild
1396,J18.9.1396,"Pneumonia, unspecified organism (Variant #1396)",Respiratory,Severe
1397,M54.5.1397,"Low back pain, unspecified (Variant #1397)",Musculoskeletal,Mild
1398,I25.10.1398,Atherosclerotic heart disease of native coronary artery (Variant #1398),Cardiovascular,Severe
1399,M17.11.1399,"Unspecified primary osteoarthritis, right knee (Variant #1399)",Musculoskeletal,Moderate
1400,J06.9.1400,"Acute upper respiratory infection, unspecified (Variant #1400)",Respiratory,Mild
1401,R07.9.1401,"Chest pain, unspecified (Variant #1401)",Cardiovascular,Severe
1402,M17.11.1402,"Unspecified primary osteoarthritis, right knee (Variant #1402)",Musculoskeletal,Moderate
1403,I10.1403,Essential (primary) hypertension (Variant #1403),Cardiovascular,Mild
1404,I25.10.1404,Atherosclerotic heart disease of native coronary artery (Variant #1404),Cardiovascular,Severe
1405,N39.0.1405,"Urinary tract infection, site not specified (Variant #1405)",Urological,Moderate
1406,I25.10.1406,Atherosclerotic heart disease of native coronary artery (Variant #1406),Cardiovascular,Severe
1407,J45.909.1407,"Unspecified asthma, uncomplicated (Variant #1407)",Respiratory,Moderate
1408,K21.9.1408,Gastro-esophageal reflux disease without esophagitis (Variant #1408),Gastrointestinal,Mild
1409,C34.90.1409,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1409),Oncology,Critical
1410,C34.90.1410,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1410),Oncology,Critical
1411,E11.9.1411,Type 2 diabetes mellitus without complications (Variant #1411),Endocrine,Moderate
1412,M54.5.1412,"Low back pain, unspecified (Variant #1412)",Musculoskeletal,Mild
1413,R07.9.1413,"Chest pain, unspecified (Variant #1413)",Cardiovascular,Severe
1414,F41.1.1414,Generalized anxiety disorder (Variant #1414),Mental Health,Moderate
1415,J06.9.1415,"Acute upper respiratory infection, unspecified (Variant #1415)",Respiratory,Mild
1416,J06.9.1416,"Acute upper respiratory infection, unspecified (Variant #1416)",Respiratory,Mild
1417,R07.9.1417,"Chest pain, unspecified (Variant #1417)",Cardiovascular,Severe
1418,K21.9.1418,Gastro-esophageal reflux disease without esophagitis (Variant #1418),Gastrointestinal,Mild
1419,J45.909.1419,"Unspecified asthma, uncomplicated (Variant #1419)",Respiratory,Moderate
1420,I25.10.1420,Atherosclerotic heart disease of native coronary artery (Variant #1420),Cardiovascular,Severe
1421,K21.9.1421,Gastro-esophageal reflux disease without esophagitis (Variant #1421),Gastrointestinal,Mild
1422,J45.909.1422,"Unspecified asthma, uncomplicated (Variant #1422)",Respiratory,Moderate
1423,R07.9.1423,"Chest pain, unspecified (Variant #1423)",Cardiovascular,Severe
1424,F41.1.1424,Generalized anxiety disorder (Variant #1424),Mental Health,Moderate
1425,F41.1.1425,Generalized anxiety disorder (Variant #1425),Mental Health,Moderate
1426,E78.5.1426,"Hyperlipidemia, unspecified (Variant #1426)",Endocrine,Mild
1427,J06.9.1427,"Acute upper respiratory infection, unspecified (Variant #1427)",Respiratory,Mild
1428,G40.909.1428,"Epilepsy, unspecified, not intractable (Variant #1428)",Neurology,Severe
1429,I25.10.1429,Atherosclerotic heart disease of native coronary artery (Variant #1429),Cardiovascular,Severe
1430,M17.11.1430,"Unspecified primary osteoarthritis, right knee (Variant #1430)",Musculoskeletal,Moderate
1431,M17.11.1431,"Unspecified primary osteoarthritis, right knee (Variant #1431)",Musculoskeletal,Moderate
1432,C34.90.1432,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1432),Oncology,Critical
1433,C34.90.1433,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1433),Oncology,Critical
1434,E78.5.1434,"Hyperlipidemia, unspecified (Variant #1434)",Endocrine,Mild
1435,I10.1435,Essential (primary) hypertension (Variant #1435),Cardiovascular,Mild
1436,C34.90.1436,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1436),Oncology,Critical
1437,J18.9.1437,"Pneumonia, unspecified organism (Variant #1437)",Respiratory,Severe
1438,E11.9.1438,Type 2 diabetes mellitus without complications (Variant #1438),Endocrine,Moderate
1439,G40.909.1439,"Epilepsy, unspecified, not intractable (Variant #1439)",Neurology,Severe
1440,I25.10.1440,Atherosclerotic heart disease of native coronary artery (Variant #1440),Cardiovascular,Severe
1441,J06.9.1441,"Acute upper respiratory infection, unspecified (Variant #1441)",Respiratory,Mild
1442,E78.5.1442,"Hyperlipidemia, unspecified (Variant #1442)",Endocrine,Mild
1443,N39.0.1443,"Urinary tract infection, site not specified (Variant #1443)",Urological,Moderate
1444,R07.9.1444,"Chest pain, unspecified (Variant #1444)",Cardiovascular,Severe
1445,I10.1445,Essential (primary) hypertension (Variant #1445),Cardiovascular,Mild
1446,E78.5.1446,"Hyperlipidemia, unspecified (Variant #1446)",Endocrine,Mild
1447,R07.9.1447,"Chest pain, unspecified (Variant #1447)",Cardiovascular,Severe
1448,G40.909.1448,"Epilepsy, unspecified, not intractable (Variant #1448)",Neurology,Severe
1449,I25.10.1449,Atherosclerotic heart disease of native coronary artery (Variant #1449),Cardiovascular,Severe
1450,E78.5.1450,"Hyperlipidemia, unspecified (Variant #1450)",Endocrine,Mild
1451,I10.1451,Essential (primary) hypertension (Variant #1451),Cardiovascular,Mild
1452,I10.1452,Essential (primary) hypertension (Variant #1452),Cardiovascular,Mild
1453,K21.9.1453,Gastro-esophageal reflux disease without esophagitis (Variant #1453),Gastrointestinal,Mild
1454,J18.9.1454,"Pneumonia, unspecified organism (Variant #1454)",Respiratory,Severe
1455,C34.90.1455,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1455),Oncology,Critical
1456,F41.1.1456,Generalized anxiety disorder (Variant #1456),Mental Health,Moderate
1457,J18.9.1457,"Pneumonia, unspecified organism (Variant #1457)",Respiratory,Severe
1458,R07.9.1458,"Chest pain, unspecified (Variant #1458)",Cardiovascular,Severe
1459,J45.909.1459,"Unspecified asthma, uncomplicated (Variant #1459)",Respiratory,Moderate
1460,M17.11.1460,"Unspecified primary osteoarthritis, right knee (Variant #1460)",Musculoskeletal,Moderate
1461,E11.9.1461,Type 2 diabetes mellitus without complications (Variant #1461),Endocrine,Moderate
1462,K21.9.1462,Gastro-esophageal reflux disease without esophagitis (Variant #1462),Gastrointestinal,Mild
1463,M54.5.1463,"Low back pain, unspecified (Variant #1463)",Musculoskeletal,Mild
1464,E11.9.1464,Type 2 diabetes mellitus without complications (Variant #1464),Endocrine,Moderate
1465,J45.909.1465,"Unspecified asthma, uncomplicated (Variant #1465)",Respiratory,Moderate
1466,J45.909.1466,"Unspecified asthma, uncomplicated (Variant #1466)",Respiratory,Moderate
1467,J06.9.1467,"Acute upper respiratory infection, unspecified (Variant #1467)",Respiratory,Mild
1468,E11.9.1468,Type 2 diabetes mellitus without complications (Variant #1468),Endocrine,Moderate
1469,E11.9.1469,Type 2 diabetes mellitus without complications (Variant #1469),Endocrine,Moderate
1470,M54.5.1470,"Low back pain, unspecified (Variant #1470)",Musculoskeletal,Mild
1471,K21.9.1471,Gastro-esophageal reflux disease without esophagitis (Variant #1471),Gastrointestinal,Mild
1472,I10.1472,Essential (primary) hypertension (Variant #1472),Cardiovascular,Mild
1473,M54.5.1473,"Low back pain, unspecified (Variant #1473)",Musculoskeletal,Mild
1474,M17.11.1474,"Unspecified primary osteoarthritis, right knee (Variant #1474)",Musculoskeletal,Moderate
1475,J06.9.1475,"Acute upper respiratory infection, unspecified (Variant #1475)",Respiratory,Mild
1476,E78.5.1476,"Hyperlipidemia, unspecified (Variant #1476)",Endocrine,Mild
1477,N39.0.1477,"Urinary tract infection, site not specified (Variant #1477)",Urological,Moderate
1478,M54.5.1478,"Low back pain, unspecified (Variant #1478)",Musculoskeletal,Mild
1479,F41.1.1479,Generalized anxiety disorder (Variant #1479),Mental Health,Moderate
1480,E11.9.1480,Type 2 diabetes mellitus without complications (Variant #1480),Endocrine,Moderate
1481,E78.5.1481,"Hyperlipidemia, unspecified (Variant #1481)",Endocrine,Mild
1482,M54.5.1482,"Low back pain, unspecified (Variant #1482)",Musculoskeletal,Mild
1483,I25.10.1483,Atherosclerotic heart disease of native coronary artery (Variant #1483),Cardiovascular,Severe
1484,M17.11.1484,"Unspecified primary osteoarthritis, right knee (Variant #1484)",Musculoskeletal,Moderate
1485,M17.11.1485,"Unspecified primary osteoarthritis, right knee (Variant #1485)",Musculoskeletal,Moderate
1486,N39.0.1486,"Urinary tract infection, site not specified (Variant #1486)",Urological,Moderate
1487,M17.11.1487,"Unspecified primary osteoarthritis, right knee (Variant #1487)",Musculoskeletal,Moderate
1488,M54.5.1488,"Low back pain, unspecified (Variant #1488)",Musculoskeletal,Mild
1489,I10.1489,Essential (primary) hypertension (Variant #1489),Cardiovascular,Mild
1490,F41.1.1490,Generalized anxiety disorder (Variant #1490),Mental Health,Moderate
1491,M54.5.1491,"Low back pain, unspecified (Variant #1491)",Musculoskeletal,Mild
1492,M17.11.1492,"Unspecified primary osteoarthritis, right knee (Variant #1492)",Musculoskeletal,Moderate
1493,J45.909.1493,"Unspecified asthma, uncomplicated (Variant #1493)",Respiratory,Moderate
1494,J18.9.1494,"Pneumonia, unspecified organism (Variant #1494)",Respiratory,Severe
1495,M17.11.1495,"Unspecified primary osteoarthritis, right knee (Variant #1495)",Musculoskeletal,Moderate
1496,J18.9.1496,"Pneumonia, unspecified organism (Variant #1496)",Respiratory,Severe
1497,C34.90.1497,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1497),Oncology,Critical
