diagnosis_id,icd10_code,icd10_description,category,severity_level
1321,K21.9.1321,Gastro-esophageal reflux disease without esophagitis (Variant #1321),Gastrointestinal,Mild
1322,K21.9.1322,Gastro-esophageal reflux disease without esophagitis (Variant #1322),Gastrointestinal,Mild
1323,J18.9.1323,"Pneumonia, unspecified organism (Variant #1323)",Respiratory,Severe
1324,M54.5.1324,"Low back pain, unspecified (Variant #1324)",Musculoskeletal,Mild
1325,R07.9.1325,"Chest pain, unspecified (Variant #1325)",Cardiovascular,Severe
1326,R07.9.1326,"Chest pain, unspecified (Variant #1326)",Cardiovascular,Severe
1327,G40.909.1327,"Epilepsy, unspecified, not intractable (Variant #1327)",Neurology,Severe
1328,M54.5.1328,"Low back pain, unspecified (Variant #1328)",Musculoskeletal,Mild
1329,N39.0.1329,"Urinary tract infection, site not specified (Variant #1329)",Urological,Moderate
1330,I10.1330,Essential (primary) hypertension (Variant #1330),Cardiovascular,Mild
1331,K21.9.1331,Gastro-esophageal reflux disease without esophagitis (Variant #1331),Gastrointestinal,Mild
1332,M17.11.1332,"Unspecified primary osteoarthritis, right knee (Variant #1332)",Musculoskeletal,Moderate
1333,J18.9.1333,"Pneumonia, unspecified organism (Variant #1333)",Respiratory,Severe
1334,R07.9.1334,"Chest pain, unspecified (Variant #1334)",Cardiovascular,Severe
1335,E78.5.1335,"Hyperlipidemia, unspecified (Variant #1335)",Endocrine,Mild
1336,K21.9.1336,Gastro-esophageal reflux disease without esophagitis (Variant #1336),Gastrointestinal,Mild
1337,K21.9.1337,Gastro-esophageal reflux disease without esophagitis (Variant #1337),Gastrointestinal,Mild
1338,N39.0.1338,"Urinary tract infection, site not specified (Variant #1338)",Urological,Moderate
1339,E78.5.1339,"Hyperlipidemia, unspecified (Variant #1339)",Endocrine,Mild
1340,E78.5.1340,"Hyperlipidemia, unspecified (Variant #1340)",Endocrine,Mild
1341,R07.9.1341,"Chest pain, unspecified (Variant #1341)",Cardiovascular,Severe
1342,J06.9.1342,"Acute upper respiratory infection, unspecified (Variant #1342)",Respiratory,Mild
1343,I10.1343,Essential (primary) hypertension (Variant #1343),Cardiovascular,Mild
1344,R07.9.1344,"Chest pain, unspecified (Variant #1344)",Cardiovascular,Severe
1345,C34.90.1345,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1345),Oncology,Critical
1346,K21.9.1346,Gastro-esophageal reflux disease without esophagitis (Variant #1346),Gastrointestinal,Mild
1347,J06.9.1347,"Acute upper respiratory infection, unspecified (Variant #1347)",Respiratory,Mild
1348,K21.9.1348,Gastro-esophageal reflux disease without esophagitis (Variant #1348),Gastrointestinal,Mild
1349,E11.9.1349,Type 2 diabetes mellitus without complications (Variant #1349),Endocrine,Moderate
1350,E11.9.1350,Type 2 diabetes mellitus without complications (Variant #1350),Endocrine,Moderate
1351,J06.9.1351,"Acute upper respiratory infection, unspecified (Variant #1351)",Respiratory,Mild
1352,J06.9.1352,"Acute upper respiratory infection, unspecified (Variant #1352)",Respiratory,Mild
1353,E78.5.1353,"Hyperlipidemia, unspecified (Variant #1353)",Endocrine,Mild
1354,C34.90.1354,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1354),Oncology,Critical
1355,E11.9.1355,Type 2 diabetes mellitus without complications (Variant #1355),Endocrine,Moderate
1356,M17.11.1356,"Unspecified primary osteoarthritis, right knee (Variant #1356)",Musculoskeletal,Moderate
1357,J06.9.1357,"Acute upper respiratory infection, unspecified (Variant #1357)",Respiratory,Mild
1358,F41.1.1358,Generalized anxiety disorder (Variant #1358),Mental Health,Moderate
1359,R07.9.1359,"Chest pain, unspecified (Variant #1359)",Cardiovascular,Severe
1360,E11.9.1360,Type 2 diabetes mellitus without complications (Variant #1360),Endocrine,Moderate
1361,F41.1.1361,Generalized anxiety disorder (Variant #1361),Mental Health,Moderate
1362,R07.9.1362,"Chest pain, unspecified (Variant #1362)",Cardiovascular,Severe
1363,J45.909.1363,"Unspecified asthma, uncomplicated (Variant #1363)",Respiratory,Moderate
1364,J45.909.1364,"Unspecified asthma, uncomplicated (Variant #1364)",Respiratory,Moderate
1365,C34.90.1365,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1365),Oncology,Critical
1366,M17.11.1366,"Unspecified primary osteoarthritis, right knee (Variant #1366)",Musculoskeletal,Moderate
1367,I25.10.1367,Atherosclerotic heart disease of native coronary artery (Variant #1367),Cardiovascular,Severe
1368,E11.9.1368,Type 2 diabetes mellitus without complications (Variant #1368),Endocrine,Moderate
1369,I25.10.1369,Atherosclerotic heart disease of native coronary artery (Variant #1369),Cardiovascular,Severe
1370,J45.909.1370,"Unspecified asthma, uncomplicated (Variant #1370)",Respiratory,Moderate
1371,J06.9.1371,"Acute upper respiratory infection, unspecified (Variant #1371)",Respiratory,Mild
1372,C34.90.1372,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1372),Oncology,Critical
1373,M54.5.1373,"Low back pain, unspecified (Variant #1373)",Musculoskeletal,Mild
1374,E78.5.1374,"Hyperlipidemia, unspecified (Variant #1374)",Endocrine,Mild
1375,K21.9.1375,Gastro-esophageal reflux disease without esophagitis (Variant #1375),Gastrointestinal,Mild
1376,R07.9.1376,"Chest pain, unspecified (Variant #1376)",Cardiovascular,Severe
1377,G40.909.1377,"Epilepsy, unspecified, not intractable (Variant #1377)",Neurology,Severe
1378,E78.5.1378,"Hyperlipidemia, unspecified (Variant #1378)",Endocrine,Mild
1379,R07.9.1379,"Chest pain, unspecified (Variant #1379)",Cardiovascular,Severe
1380,N39.0.1380,"Urinary tract infection, site not specified (Variant #1380)",Urological,Moderate
1381,E78.5.1381,"Hyperlipidemia, unspecified (Variant #1381)",Endocrine,Mild
1382,K21.9.1382,Gastro-esophageal reflux disease without esophagitis (Variant #1382),Gastrointestinal,Mild
1383,R07.9.1383,"Chest pain, unspecified (Variant #1383)",Cardiovascular,Severe
1384,I25.10.1384,Atherosclerotic heart disease of native coronary artery (Variant #1384),Cardiovascular,Severe
1385,I25.10.1385,Atherosclerotic heart disease of native coronary artery (Variant #1385),Cardiovascular,Severe
1386,I10.1386,Essential (primary) hypertension (Variant #1386),Cardiovascular,Mild
1387,K21.9.1387,Gastro-esophageal reflux disease without esophagitis (Variant #1387),Gastrointestinal,Mild
1388,E78.5.1388,"Hyperlipidemia, unspecified (Variant #1388)",Endocrine,Mild
1389,J06.9.1389,"Acute upper respiratory infection, unspecified (Variant #1389)",Respiratory,Mild
1390,G40.909.1390,"Epilepsy, unspecified, not intractable (Variant #1390)",Neurology,Severe
1391,G40.909.1391,"Epilepsy, unspecified, not intractable (Variant #1391)",Neurology,Severe
1392,J06.9.1392,"Acute upper respiratory infection, unspecified (Variant #1392)",Respiratory,Mild
1393,M54.5.1393,"Low back pain, unspecified (Variant #1393)",Musculoskeletal,Mild
1394,I10.1394,Essential (primary) hypertension (Variant #1394),Cardiovascular,Mild
1395,I10.1395,Essential (primary) hypertension (Variant #1395),Cardiovascular,Mild
1396,K21.9.1396,Gastro-esophageal reflux disease without esophagitis (Variant #1396),Gastrointestinal,Mild
1397,J45.909.1397,"Unspecified asthma, uncomplicated (Variant #1397)",Respiratory,Moderate
1398,G40.909.1398,"Epilepsy, unspecified, not intractable (Variant #1398)",Neurology,Severe
1399,J45.909.1399,"Unspecified asthma, uncomplicated (Variant #1399)",Respiratory,Moderate
1400,I25.10.1400,Atherosclerotic heart disease of native coronary artery (Variant #1400),Cardiovascular,Severe
1401,N39.0.1401,"Urinary tract infection, site not specified (Variant #1401)",Urological,Moderate
1402,R07.9.1402,"Chest pain, unspecified (Variant #1402)",Cardiovascular,Severe
1403,J06.9.1403,"Acute upper respiratory infection, unspecified (Variant #1403)",Respiratory,Mild
1404,M17.11.1404,"Unspecified primary osteoarthritis, right knee (Variant #1404)",Musculoskeletal,Moderate
1405,N39.0.1405,"Urinary tract infection, site not specified (Variant #1405)",Urological,Moderate
1406,K21.9.1406,Gastro-esophageal reflux disease without esophagitis (Variant #1406),Gastrointestinal,Mild
1407,E78.5.1407,"Hyperlipidemia, unspecified (Variant #1407)",Endocrine,Mild
1408,J06.9.1408,"Acute upper respiratory infection, unspecified (Variant #1408)",Respiratory,Mild
1409,C34.90.1409,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1409),Oncology,Critical
1410,M54.5.1410,"Low back pain, unspecified (Variant #1410)",Musculoskeletal,Mild
1411,J45.909.1411,"Unspecified asthma, uncomplicated (Variant #1411)",Respiratory,Moderate
1412,M17.11.1412,"Unspecified primary osteoarthritis, right knee (Variant #1412)",Musculoskeletal,Moderate
1413,J06.9.1413,"Acute upper respiratory infection, unspecified (Variant #1413)",Respiratory,Mild
1414,G40.909.1414,"Epilepsy, unspecified, not intractable (Variant #1414)",Neurology,Severe
1415,E11.9.1415,Type 2 diabetes mellitus without complications (Variant #1415),Endocrine,Moderate
1416,M54.5.1416,"Low back pain, unspecified (Variant #1416)",Musculoskeletal,Mild
1417,K21.9.1417,Gastro-esophageal reflux disease without esophagitis (Variant #1417),Gastrointestinal,Mild
1418,J18.9.1418,"Pneumonia, unspecified organism (Variant #1418)",Respiratory,Severe
1419,I10.1419,Essential (primary) hypertension (Variant #1419),Cardiovascular,Mild
1420,R07.9.1420,"Chest pain, unspecified (Variant #1420)",Cardiovascular,Severe
1421,G40.909.1421,"Epilepsy, unspecified, not intractable (Variant #1421)",Neurology,Severe
1422,E78.5.1422,"Hyperlipidemia, unspecified (Variant #1422)",Endocrine,Mild
1423,F41.1.1423,Generalized anxiety disorder (Variant #1423),Mental Health,Moderate
1424,J45.909.1424,"Unspecified asthma, uncomplicated (Variant #1424)",Respiratory,Moderate
1425,G40.909.1425,"Epilepsy, unspecified, not intractable (Variant #1425)",Neurology,Severe
1426,J06.9.1426,"Acute upper respiratory infection, unspecified (Variant #1426)",Respiratory,Mild
1427,G40.909.1427,"Epilepsy, unspecified, not intractable (Variant #1427)",Neurology,Severe
1428,F41.1.1428,Generalized anxiety disorder (Variant #1428),Mental Health,Moderate
1429,N39.0.1429,"Urinary tract infection, site not specified (Variant #1429)",Urological,Moderate
1430,G40.909.1430,"Epilepsy, unspecified, not intractable (Variant #1430)",Neurology,Severe
1431,I10.1431,Essential (primary) hypertension (Variant #1431),Cardiovascular,Mild
1432,J06.9.1432,"Acute upper respiratory infection, unspecified (Variant #1432)",Respiratory,Mild
1433,E78.5.1433,"Hyperlipidemia, unspecified (Variant #1433)",Endocrine,Mild
1434,M54.5.1434,"Low back pain, unspecified (Variant #1434)",Musculoskeletal,Mild
1435,J06.9.1435,"Acute upper respiratory infection, unspecified (Variant #1435)",Respiratory,Mild
1436,N39.0.1436,"Urinary tract infection, site not specified (Variant #1436)",Urological,Moderate
1437,E11.9.1437,Type 2 diabetes mellitus without complications (Variant #1437),Endocrine,Moderate
1438,G40.909.1438,"Epilepsy, unspecified, not intractable (Variant #1438)",Neurology,Severe
1439,I25.10.1439,Atherosclerotic heart disease of native coronary artery (Variant #1439),Cardiovascular,Severe
1440,I25.10.1440,Atherosclerotic heart disease of native coronary artery (Variant #1440),Cardiovascular,Severe
1441,F41.1.1441,Generalized anxiety disorder (Variant #1441),Mental Health,Moderate
1442,R07.9.1442,"Chest pain, unspecified (Variant #1442)",Cardiovascular,Severe
1443,J45.909.1443,"Unspecified asthma, uncomplicated (Variant #1443)",Respiratory,Moderate
1444,G40.909.1444,"Epilepsy, unspecified, not intractable (Variant #1444)",Neurology,Severe
1445,K21.9.1445,Gastro-esophageal reflux disease without esophagitis (Variant #1445),Gastrointestinal,Mild
1446,I10.1446,Essential (primary) hypertension (Variant #1446),Cardiovascular,Mild
1447,I25.10.1447,Atherosclerotic heart disease of native coronary artery (Variant #1447),Cardiovascular,Severe
1448,J18.9.1448,"Pneumonia, unspecified organism (Variant #1448)",Respiratory,Severe
1449,M17.11.1449,"Unspecified primary osteoarthritis, right knee (Variant #1449)",Musculoskeletal,Moderate
1450,J06.9.1450,"Acute upper respiratory infection, unspecified (Variant #1450)",Respiratory,Mild
1451,R07.9.1451,"Chest pain, unspecified (Variant #1451)",Cardiovascular,Severe
1452,G40.909.1452,"Epilepsy, unspecified, not intractable (Variant #1452)",Neurology,Severe
1453,E11.9.1453,Type 2 diabetes mellitus without complications (Variant #1453),Endocrine,Moderate
1454,K21.9.1454,Gastro-esophageal reflux disease without esophagitis (Variant #1454),Gastrointestinal,Mild
1455,E78.5.1455,"Hyperlipidemia, unspecified (Variant #1455)",Endocrine,Mild
1456,E78.5.1456,"Hyperlipidemia, unspecified (Variant #1456)",Endocrine,Mild
1457,G40.909.1457,"Epilepsy, unspecified, not intractable (Variant #1457)",Neurology,Severe
1458,N39.0.1458,"Urinary tract infection, site not specified (Variant #1458)",Urological,Moderate
1459,J45.909.1459,"Unspecified asthma, uncomplicated (Variant #1459)",Respiratory,Moderate
1460,M17.11.1460,"Unspecified primary osteoarthritis, right knee (Variant #1460)",Musculoskeletal,Moderate
1461,E78.5.1461,"Hyperlipidemia, unspecified (Variant #1461)",Endocrine,Mild
1462,J45.909.1462,"Unspecified asthma, uncomplicated (Variant #1462)",Respiratory,Moderate
1463,J06.9.1463,"Acute upper respiratory infection, unspecified (Variant #1463)",Respiratory,Mild
1464,G40.909.1464,"Epilepsy, unspecified, not intractable (Variant #1464)",Neurology,Severe
1465,N39.0.1465,"Urinary tract infection, site not specified (Variant #1465)",Urological,Moderate
1466,J18.9.1466,"Pneumonia, unspecified organism (Variant #1466)",Respiratory,Severe
1467,F41.1.1467,Generalized anxiety disorder (Variant #1467),Mental Health,Moderate
1468,C34.90.1468,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1468),Oncology,Critical
1469,J18.9.1469,"Pneumonia, unspecified organism (Variant #1469)",Respiratory,Severe
1470,J06.9.1470,"Acute upper respiratory infection, unspecified (Variant #1470)",Respiratory,Mild
1471,K21.9.1471,Gastro-esophageal reflux disease without esophagitis (Variant #1471),Gastrointestinal,Mild
1472,M17.11.1472,"Unspecified primary osteoarthritis, right knee (Variant #1472)",Musculoskeletal,Moderate
1473,F41.1.1473,Generalized anxiety disorder (Variant #1473),Mental Health,Moderate
1474,M17.11.1474,"Unspecified primary osteoarthritis, right knee (Variant #1474)",Musculoskeletal,Moderate
1475,E11.9.1475,Type 2 diabetes mellitus without complications (Variant #1475),Endocrine,Moderate
1476,M54.5.1476,"Low back pain, unspecified (Variant #1476)",Musculoskeletal,Mild
1477,E11.9.1477,Type 2 diabetes mellitus without complications (Variant #1477),Endocrine,Moderate
1478,K21.9.1478,Gastro-esophageal reflux disease without esophagitis (Variant #1478),Gastrointestinal,Mild
1479,G40.909.1479,"Epilepsy, unspecified, not intractable (Variant #1479)",Neurology,Severe
1480,E78.5.1480,"Hyperlipidemia, unspecified (Variant #1480)",Endocrine,Mild
1481,I25.10.1481,Atherosclerotic heart disease of native coronary artery (Variant #1481),Cardiovascular,Severe
1482,M17.11.1482,"Unspecified primary osteoarthritis, right knee (Variant #1482)",Musculoskeletal,Moderate
1483,E78.5.1483,"Hyperlipidemia, unspecified (Variant #1483)",Endocrine,Mild
1484,M54.5.1484,"Low back pain, unspecified (Variant #1484)",Musculoskeletal,Mild
1485,K21.9.1485,Gastro-esophageal reflux disease without esophagitis (Variant #1485),Gastrointestinal,Mild
1486,I25.10.1486,Atherosclerotic heart disease of native coronary artery (Variant #1486),Cardiovascular,Severe
1487,N39.0.1487,"Urinary tract infection, site not specified (Variant #1487)",Urological,Moderate
1488,K21.9.1488,Gastro-esophageal reflux disease without esophagitis (Variant #1488),Gastrointestinal,Mild
1489,I25.10.1489,Atherosclerotic heart disease of native coronary artery (Variant #1489),Cardiovascular,Severe
1490,J06.9.1490,"Acute upper respiratory infection, unspecified (Variant #1490)",Respiratory,Mild
1491,J45.909.1491,"Unspecified asthma, uncomplicated (Variant #1491)",Respiratory,Moderate
1492,I25.10.1492,Atherosclerotic heart disease of native coronary artery (Variant #1492),Cardiovascular,Severe
1493,E78.5.1493,"Hyperlipidemia, unspecified (Variant #1493)",Endocrine,Mild
1494,E78.5.1494,"Hyperlipidemia, unspecified (Variant #1494)",Endocrine,Mild
1495,M17.11.1495,"Unspecified primary osteoarthritis, right knee (Variant #1495)",Musculoskeletal,Moderate
1496,C34.90.1496,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1496),Oncology,Critical
1497,J06.9.1497,"Acute upper respiratory infection, unspecified (Variant #1497)",Respiratory,Mild
